composition OQMD_Id A_atom B_atom OQMD_unrelaxed_lattice_parameter OQMD_relaxed_lattice_parameter
SnMoO3 351282 Mo Sn 4.67734600 4.02541500
SnOsO3 350251 Sn Os 4.65253200 3.96656100
SnOsO3 354181 Os Sn 4.65253200 4.02442600
SnPbO3 352981 Pb Sn 4.89192100 4.09255700
SnPbO3 354057 Sn Pb 4.89192100 4.28687700
SnPdO3 351849 Pd Sn 4.66375400 4.01778100
SnPdO3 353753 Sn Pd 4.66375400 3.98283800
SnPtO3 351967 Sn Pt 4.66977500 4.01830700
SnPtO3 353306 Pt Sn 4.66977500 4.02115900
SnRhO3 351323 Sn Rh 4.64942800 3.94969700
SnRhO3 351352 Rh Sn 4.64942800 4.01205500
SnRuO3 353169 Ru Sn 4.64631300 4.01580800
SnRuO3 353634 Sn Ru 4.64631300 3.95354900
SnSbO3 352366 Sn Sb 4.89066100 4.15914000
SnSbO3 354279 Sb Sn 4.89066100 4.08568700
SnTeO3 352835 Te Sn 4.94241900 4.09346900
SnTeO3 353485 Sn Te 4.94241900 4.23516800
SnWO3 350055 W Sn 4.68140700 4.02870400
SnWO3 351698 Sn W 4.68140700 3.99743100
Sr2O3 354460 Sr Sr 5.53845000 4.45614200
SrAcO3 350488 Ac Sr 5.33931200 4.44684700
SrAcO3 354464 Sr Ac 5.33931200 4.63483500
SrAgO3 353157 Ag Sr 5.08966500 4.48620300
SrAgO3 355157 Sr Ag 5.08966500 4.07236800
SrAlO3 353000 Sr Al 5.08385700 3.79905200
SrAlO3 354736 Al Sr 5.08385700 4.38892400
SrAsO3 352412 Sr As 5.14667600 3.94024900
SrAsO3 353710 As Sr 5.14667600 4.40096500
SrAuO3 351417 Sr Au 5.08844500 4.10151700
SrAuO3 353240 Au Sr 5.08844500 4.45342600
SrBeO3 350732 Sr Be 4.97158500 3.67537100
SrBeO3 352805 Be Sr 4.97158500 4.36584100
SrBiO3 351181 Bi Sr 5.31527300 4.42369200
SrBiO3 351702 Sr Bi 5.31527300 4.32772500
SrBO3 352508 B Sr 4.96595200 4.48836100
SrBO3 352780 Sr B 4.96595200 3.56803200
SrCaO3 353413 Sr Ca 5.40606700 4.29409800
SrCaO3 354922 Ca Sr 5.40606700 4.40624900
SrCdO3 350090 Sr Cd 5.14593400 4.15484800
SrCdO3 353926 Cd Sr 5.14593400 4.41717000
SrCeO3 351211 Ce Sr 5.30324700 4.40430400
SrCeO3 354914 Sr Ce 5.30324700 4.53129100
SrCoO3 353458 Sr Co 5.01112300 3.81631100
SrCoO3 353929 Co Sr 5.01112300 4.45441600
SrCrO3 351834 Sr Cr 5.02476000 3.85216100
SrCrO3 352056 Cr Sr 5.02476000 4.49425400
SrCuO3 351051 Cu Sr 5.02081200 4.48630600
SrCuO3 351396 Sr Cu 5.02081200 3.83503800
SrDyO3 353943 Dy Sr 5.26977100 4.36773500
SrDyO3 355118 Sr Dy 5.26977100 4.32250200
SrErO3 353723 Sr Er 5.25865300 4.28920000
SrErO3 353890 Er Sr 5.25865300 4.36326800
SrEuO3 351978 Eu Sr 5.46152900 4.36215600
SrEuO3 354618 Sr Eu 5.46152900 4.26531600
SrFeO3 354077 Sr Fe 5.02081500 3.85310300
SrFeO3 355270 Fe Sr 5.02081500 4.62551000
SrGaO3 350204 Ga Sr 5.12216600 4.49435500
SrGaO3 352427 Sr Ga 5.12216600 3.91725700
SrGdO3 350770 Sr Gd 5.28787700 4.36713100
SrGdO3 354890 Gd Sr 5.28787700 4.36122400
SrGeO3 350618 Sr Ge 5.16074300 3.83627000
SrGeO3 354367 Ge Sr 5.16074300 4.39206400
SrHfO3 353268 Hf Sr 5.15583100 4.34812700
SrHfO3 354185 Sr Hf 5.15583100 4.11203500
SrHgO3 350062 Hg Sr 5.18504500 4.46017900
SrHgO3 351240 Sr Hg 5.18504500 4.19074900
SrHoO3 352238 Sr Ho 5.26472200 4.30498900
SrHoO3 353163 Ho Sr 5.26472200 4.36418400
SrInO3 352151 Sr In 5.20320300 4.16015300
SrInO3 354746 In Sr 5.20320300 4.42122400
SrIrO3 354131 Sr Ir 5.05196500 3.97745100
SrIrO3 354517 Ir Sr 5.05196500 4.44188100
SrLaO3 354315 La Sr 5.34052200 4.40570100
SrLaO3 355163 Sr La 5.34052200 4.49802800
SrLiO3 351851 Sr Li 5.14723900 3.80248300
SrLiO3 353720 Li Sr 5.14723900 4.49883000
SrLuO3 353054 Sr Lu 5.24525600 4.23985800
SrLuO3 354414 Lu Sr 5.24525600 4.35630500
SrMgO3 350560 Mg Sr 5.16775700 4.37124700
SrMgO3 353767 Sr Mg 5.16775700 3.95564000
SrMnO3 355050 Mn Sr 5.02721200 4.45348500
SrMoO3 352824 Sr Mo 5.07073900 3.98628900
SrMoO3 353301 Mo Sr 5.07073900 4.39780200
SrNbO3 352556 Sr Nb 5.10178400 4.06221400
SrNbO3 353282 Nb Sr 5.10178400 4.37385600
SrNdO3 350926 Nd Sr 5.30105800 4.39459800
SrNdO3 351064 Sr Nd 5.30105800 4.46537500
SrNiO3 350950 Sr Ni 5.00967400 3.84397800
SrNiO3 354733 Ni Sr 5.00967400 4.41335800
SrNpO3 350680 Sr Np 5.11764400 4.41380300
SrNpO3 353398 Np Sr 5.11764400 4.39716700
SrOsO3 350444 Sr Os 5.04965000 3.96506800
SrOsO3 353461 Os Sr 5.04965000 4.41316500
SrPaO3 353081 Sr Pa 5.18936300 4.50269500
SrPaO3 355141 Pa Sr 5.18936300 4.38739100
SrPbO3 349989 Pb Sr 5.25503600 4.45085200
SrPbO3 354708 Sr Pb 5.25503600 4.25160900
SrPdO3 351186 Sr Pd 5.05918100 4.00045900
SrPdO3 354346 Pd Sr 5.05918100 4.42072800
SrPmO3 350892 Sr Pm 5.28896100 4.43959900
SrPmO3 353091 Pm Sr 5.28896100 4.38585100
SrPrO3 351318 Sr Pr 5.30536600 4.48816000
SrPrO3 351601 Pr Sr 5.30536600 4.39128400
SrPtO3 350692 Pt Sr 5.06430000 4.47503600
SrPtO3 351386 Sr Pt 5.06430000 4.02345800
SrPuO3 350124 Sr Pu 5.13258300 4.38651300
SrReO3 350718 Re Sr 5.05928900 4.36305300
SrReO3 355244 Sr Re 5.05928900 3.97148400
SrRhO3 352959 Rh Sr 5.04701500 4.43438600
SrRhO3 355121 Sr Rh 5.04701500 3.96996800
SrRuO3 351763 Sr Ru 5.04437200 3.95827600
SrRuO3 355113 Ru Sr 5.04437200 4.43502000
SrSbO3 350418 Sb Sr 5.25394400 4.41219100
SrSbO3 352978 Sr Sb 5.25394400 4.17819500
SrScO3 354455 Sc Sr 5.18954400 4.37012300
SrScO3 354709 Sr Sc 5.18954400 4.09727300
SrSiO3 352124 Sr Si 5.12748500 3.66528700
SrSiO3 354937 Si Sr 5.12748500 4.38875200
SrSmO3 351943 Sm Sr 5.28940000 4.37398600
SrSmO3 352766 Sr Sm 5.28940000 4.42364200
SrSnO3 353208 Sn Sr 5.21510500 4.44302200
SrSnO3 353937 Sr Sn 5.21510500 4.07942900
SrTaO3 350261 Sr Ta 5.10230000 4.03942600
SrTaO3 350709 Ta Sr 5.10230000 4.34571100
SrTbO3 351159 Sr Tb 5.27588000 4.34400600
SrTbO3 354833 Tb Sr 5.27588000 4.36921300
SrTcO3 351004 Tc Sr 5.05199700 4.37158300
SrTcO3 351591 Sr Tc 5.05199700 3.95036000
SrTeO3 352276 Sr Te 5.29888200 4.24751900
SrTeO3 353324 Te Sr 5.29888200 4.45898300
SrThO3 352502 Th Sr 5.28551700 4.40728400
SrThO3 353502 Sr Th 5.28551700 4.57931000
SrTiO3 353479 Sr Ti 5.09545200 3.91960900
SrTiO3 354429 Ti Sr 5.09545200 4.35438500
SrTlO3 350187 Sr Tl 5.23450000 4.23529200
SrTlO3 350975 Tl Sr 5.23450000 4.54150700
SrTmO3 352492 Sr Tm 5.25214100 4.26947000
SrTmO3 354092 Tm Sr 5.25214100 4.35960600
SrUO3 352525 Sr U 5.13809100 4.44010500
SrUO3 352993 U Sr 5.13809100 4.39013700
SrVO3 353433 V Sr 5.04799700 4.43175900
SrVO3 353821 Sr V 5.04799700 3.86579100
SrWO3 353990 Sr W 5.07419500 3.99329600
SrWO3 353992 W Sr 5.07419500 4.38527900
SrYbO3 350309 Sr Yb 5.38366300 4.19483000
SrYbO3 350376 Yb Sr 5.38366300 4.36714600
SrYO3 351919 Sr Y 5.28740700 4.34041300
SrYO3 354289 Y Sr 5.28740700 4.37411800
SrZnO3 354216 Sr Zn 5.06589500 3.91605900
SrZnO3 354494 Zn Sr 5.06589500 4.41415500
SrZrO3 350473 Sr Zr 5.16852400 4.16702100
Ta2O3 352863 Ta Ta 4.57523300 3.98675300
TaAgO3 350505 Ta Ag 4.55950500 3.98819600
TaAgO3 354069 Ag Ta 4.55950500 3.97311400
TaAlO3 352724 Al Ta 4.55226400 4.00204800
TaAlO3 353540 Ta Al 4.55226400 3.63148200
TaAsO3 352964 As Ta 4.63024000 3.99176300
TaAsO3 355116 Ta As 4.63024000 3.91670400
TaAuO3 350104 Au Ta 4.55798500 3.98461300
TaAuO3 354781 Ta Au 4.55798500 4.05817600
TaBeO3 354055 Ta Be 4.41097000 3.39432000
TaBeO3 354927 Be Ta 4.41097000 3.94220900
TaBiO3 352378 Bi Ta 4.83614900 4.07076600
TaBiO3 353550 Ta Bi 4.83614900 4.28105800
TaBO3 352619 B Ta 4.40381000 3.94525000
TaBO3 353721 Ta B 4.40381000 3.38618200
TaCdO3 353396 Ta Cd 4.62932400 4.06494000
TaCdO3 354819 Cd Ta 4.62932400 4.00204500
TaCoO3 351257 Ta Co 4.46102600 3.63447000
TaCoO3 354729 Co Ta 4.46102600 3.95051700
TaCrO3 350529 Cr Ta 4.47821500 3.96560400
TaCrO3 352382 Ta Cr 4.47821500 3.78120300
TaCuO3 351545 Cu Ta 4.47324300 3.93807100
TaCuO3 353703 Ta Cu 4.47324300 3.67354600
TaFeO3 352047 Ta Fe 4.47324700 3.77703200
TaFeO3 355129 Fe Ta 4.47324700 3.94967300
TaGaO3 351774 Ga Ta 4.59990300 3.99761300
TaGaO3 353371 Ta Ga 4.59990300 3.76136700
TaGeO3 350061 Ge Ta 4.64760300 3.99511000
TaGeO3 352129 Ta Ge 4.64760300 3.79833600
TaHgO3 352381 Hg Ta 4.67751500 4.01890900
TaHgO3 352939 Ta Hg 4.67751500 4.14766400
TaInO3 353312 In Ta 4.69979900 4.00261800
TaInO3 355002 Ta In 4.69979900 4.08483500
TaIrO3 352409 Ta Ir 4.51239000 3.91402600
TaIrO3 353443 Ir Ta 4.51239000 3.96591000
TaMnO3 353925 Ta Mn 4.48130200 3.79167000
TaMnO3 355222 Mn Ta 4.48130200 3.98135600
TaMoO3 352545 Mo Ta 4.53588700 3.99636300
TaMoO3 354671 Ta Mo 4.53588700 3.92093800
TaNbO3 350784 Ta Nb 4.57459200 4.00566200
TaNbO3 354732 Nb Ta 4.57459200 3.98870800
TaNiO3 351775 Ni Ta 4.45919800 3.93532400
TaNiO3 352252 Ta Ni 4.45919800 3.65888400
TaOsO3 351840 Ta Os 4.50948800 3.89532000
TaOsO3 354644 Os Ta 4.50948800 3.97799100
TaPbO3 350264 Pb Ta 4.76310900 4.16509800
TaPbO3 354198 Ta Pb 4.76310900 4.20409800
TaPdO3 350965 Pd Ta 4.52143000 3.96185900
TaPdO3 354941 Ta Pd 4.52143000 3.92433500
TaPtO3 350724 Pt Ta 4.52783600 3.97000700
TaPtO3 350777 Ta Pt 4.52783600 3.97804900
TaReO3 350275 Ta Re 4.52156500 3.91138600
TaReO3 354144 Re Ta 4.52156500 4.00202300
TaRhO3 351045 Rh Ta 4.50618300 3.96056600
TaRhO3 351796 Ta Rh 4.50618300 3.87830100
TaRuO3 352793 Ru Ta 4.50286700 3.96901300
TaRuO3 353865 Ta Ru 4.50286700 3.86454200
TaSbO3 353666 Ta Sb 4.76178000 4.10261100
TaSbO3 354062 Sb Ta 4.76178000 4.04598100
TaSiO3 350236 Si Ta 4.60649600 3.98317400
TaSiO3 352287 Ta Si 4.60649600 3.61223300
TaSnO3 352652 Ta Sn 4.71437600 4.03254200
TaSnO3 353488 Sn Ta 4.71437600 4.04755400
TaTcO3 351036 Ta Tc 4.51243000 3.88408000
TaTcO3 354950 Tc Ta 4.51243000 3.98531400
TaTeO3 351023 Ta Te 4.81633000 4.17669800
TaTeO3 354920 Te Ta 4.81633000 4.05738300
TaTiO3 352208 Ta Ti 4.56671200 3.83933800
TaTiO3 352646 Ti Ta 4.56671200 3.96212300
TaTlO3 350432 Tl Ta 4.73807900 4.05576600
TaTlO3 353365 Ta Tl 4.73807900 4.19637400
TaVO3 349987 Ta V 4.50741500 3.80492700
TaVO3 354547 V Ta 4.50741500 3.96645800
TaWO3 350225 W Ta 4.54020500 3.99722600
TaWO3 350282 Ta W 4.54020500 3.93347400
TaZnO3 350011 Zn Ta 4.52983200 3.96792400
TaZnO3 354967 Ta Zn 4.52983200 3.76370900
Tb2O3 351345 Tb Tb 4.98419700 4.28805900
TbAgO3 352615 Ag Tb 4.77409400 4.35057300
TbAgO3 353318 Tb Ag 4.77409400 4.01918900
TbAlO3 352654 Al Tb 4.76749100 4.28436100
TbAlO3 352818 Tb Al 4.76749100 3.68933600
TbAsO3 350649 Tb As 4.83874100 3.99426500
TbAsO3 352424 As Tb 4.83874100 4.30725700
TbAuO3 350479 Au Tb 4.77270800 4.35606300
TbAuO3 350578 Tb Au 4.77270800 4.09497900
TbBeO3 350629 Tb Be 4.63920300 3.54863900
TbBeO3 351408 Be Tb 4.63920300 4.26912700
TbBiO3 353552 Tb Bi 5.02827500 4.36476300
TbBiO3 354262 Bi Tb 5.02827500 4.34103800
TbBO3 350353 Tb B 4.63273100 3.46462200
TbBO3 352708 B Tb 4.63273100 4.34297800
TbCdO3 352892 Cd Tb 4.83790100 4.30703400
TbCdO3 353335 Tb Cd 4.83790100 4.09052500
TbCoO3 352886 Tb Co 4.68452600 3.70041200
TbCoO3 354439 Co Tb 4.68452600 4.27661300
TbCrO3 350235 Cr Tb 4.70012200 4.31999000
TbCrO3 354191 Tb Cr 4.70012200 3.82536100
TbCuO3 350306 Cu Tb 4.69560900 4.32402100
TbCuO3 350484 Tb Cu 4.69560900 3.73659800
TbDyO3 350462 Dy Tb 4.97735000 4.28520600
TbDyO3 352030 Tb Dy 4.97735000 4.26251600
TbErO3 351232 Tb Er 4.96488300 4.21439400
TbErO3 353476 Er Tb 4.96488300 4.28151200
TbFeO3 352126 Tb Fe 4.69561200 3.83713000
TbFeO3 354954 Fe Tb 4.69561200 4.27976600
TbGaO3 353105 Ga Tb 4.81098400 4.37590300
TbGaO3 354163 Tb Ga 4.81098400 3.80882700
TbGeO3 350815 Ge Tb 4.85464700 4.29582800
TbGeO3 352908 Tb Ge 4.85464700 3.87289900
TbHfO3 353125 Tb Hf 4.84909400 4.06987200
TbHfO3 353448 Hf Tb 4.84909400 4.26104200
TbHgO3 350536 Tb Hg 4.88208300 4.18611800
TbHgO3 353878 Hg Tb 4.88208300 4.35066200
TbHoO3 352132 Tb Ho 4.97169000 4.23862700
TbHoO3 352621 Ho Tb 4.97169000 4.28376700
TbInO3 351149 Tb In 4.90255100 4.09529600
TbInO3 351671 In Tb 4.90255100 4.32749100
TbIrO3 351799 Tb Ir 4.73117700 3.95320500
TbIrO3 352322 Ir Tb 4.73117700 4.30118200
TbLuO3 350634 Tb Lu 4.94984600 4.14945500
TbLuO3 353101 Lu Tb 4.94984600 4.27563100
TbMgO3 355049 Tb Mg 4.86257000 3.81188700
TbMgO3 355229 Mg Tb 4.86257000 4.28153200
TbMnO3 351658 Tb Mn 4.70292400 3.83560300
TbMnO3 353533 Mn Tb 4.70292400 4.28022500
TbMoO3 351522 Mo Tb 4.75256700 4.29538800
TbMoO3 351946 Tb Mo 4.75256700 3.95421900
TbNbO3 350593 Nb Tb 4.78786200 4.27578300
TbNbO3 351224 Tb Nb 4.78786200 4.02503200
TbNiO3 350756 Tb Ni 4.68286800 3.71731700
TbNpO3 351641 Tb Np 4.80585800 4.41123800
TbNpO3 352157 Np Tb 4.80585800 4.31148600
TbOsO3 352097 Os Tb 4.72853800 4.29605300
TbOsO3 355194 Tb Os 4.72853800 3.93734500
TbPaO3 352433 Pa Tb 4.88695300 4.30196400
TbPaO3 353538 Tb Pa 4.88695300 4.46207400
TbPbO3 351973 Pb Tb 4.96082400 4.35458800
TbPbO3 352138 Tb Pb 4.96082400 4.25688400
TbPdO3 349996 Tb Pd 4.73940300 3.95397400
TbPdO3 354611 Pd Tb 4.73940300 4.34938300
TbPtO3 350059 Tb Pt 4.74523400 4.01292600
TbPtO3 354235 Pt Tb 4.74523400 4.33252700
TbPuO3 350148 Pu Tb 4.82278800 4.32353400
TbPuO3 353196 Tb Pu 4.82278800 4.35887200
TbReO3 351922 Tb Re 4.73952600 3.94641700
TbReO3 352929 Re Tb 4.73952600 4.29475800
TbRhO3 352059 Tb Rh 4.72553300 3.91608000
TbRhO3 352312 Rh Tb 4.72553300 4.31221600
TbRuO3 351014 Tb Ru 4.72251700 3.91479000
TbRuO3 352032 Ru Tb 4.72251700 4.29538700
TbSbO3 354404 Tb Sb 4.95959900 4.20760700
TbSbO3 354693 Sb Tb 4.95959900 4.32607600
TbScO3 354389 Tb Sc 4.88715800 3.98840100
TbScO3 354921 Sc Tb 4.88715800 4.27903500
TbSiO3 353696 Tb Si 4.81701300 3.68997000
TbSiO3 354508 Si Tb 4.81701300 4.28584800
TbSnO3 350360 Tb Sn 4.91595100 4.10346100
TbSnO3 352415 Sn Tb 4.91595100 4.33663700
TbTaO3 350468 Ta Tb 4.78844700 4.26257200
TbTaO3 354258 Tb Ta 4.78844700 4.00311900
TbTcO3 350175 Tc Tb 4.73121400 4.29208700
TbTcO3 351689 Tb Tc 4.73121400 3.93386300
TbTeO3 354002 Tb Te 5.00994900 4.23444300
TbTeO3 354098 Te Tb 5.00994900 4.35183500
TbThO3 352387 Th Tb 4.99499100 4.30698300
TbThO3 352944 Tb Th 4.99499100 4.55119800
TbTiO3 350198 Ti Tb 4.78067000 4.27231800
TbTiO3 352971 Tb Ti 4.78067000 3.87588500
TbTlO3 351618 Tb Tl 4.93776300 4.23349800
TbTlO3 352009 Tl Tb 4.93776300 4.43312100
TbTmO3 351979 Tb Tm 4.95757600 4.19175800
TbTmO3 351980 Tm Tb 4.95757600 4.27796500
TbUO3 351852 U Tb 4.82902500 4.31028200
TbUO3 354221 Tb U 4.82902500 4.37896600
TbVO3 350053 V Tb 4.72665300 4.29135100
TbVO3 351738 Tb V 4.72665300 3.85348200
TbWO3 351516 W Tb 4.75650000 4.28047500
TbWO3 355135 Tb W 4.75650000 3.96058800
TbYO3 353244 Y Tb 4.99710700 4.29061900
TbYO3 354681 Tb Y 4.99710700 4.26195900
TbZnO3 353711 Zn Tb 4.74705100 4.29612600
TbZnO3 354935 Tb Zn 4.74705100 3.81288500
TbZrO3 350393 Zr Tb 4.86343700 4.27007300
TbZrO3 354015 Tb Zr 4.86343700 4.12234300
Tc2O3 350222 Tc Tc 4.44782800 3.90145700
TcAgO3 349980 Tc Ag 4.49625800 3.99831900
TcAgO3 352918 Ag Tc 4.49625800 3.87435800
TcAsO3 353010 Tc As 4.56895100 3.88391500
TcAsO3 353046 As Tc 4.56895100 3.90190900
TcAuO3 351313 Tc Au 4.49469500 4.04710400
TcAuO3 352141 Au Tc 4.49469500 3.89072600
TcBiO3 353195 Bi Tc 4.78006000 3.99419200
TcBiO3 355047 Tc Bi 4.78006000 4.26605100
TcBO3 353783 Tc B 4.33590700 3.39749200
TcBO3 353988 B Tc 4.33590700 3.82966100
TcGeO3 352243 Ge Tc 4.58678000 3.90075800
TcGeO3 352484 Tc Ge 4.58678000 3.77537600
TcHgO3 350979 Tc Hg 4.61748200 4.14049700
TcHgO3 352425 Hg Tc 4.61748200 3.92574400
TcIrO3 350632 Tc Ir 4.44778700 3.92603800
TcIrO3 353596 Ir Tc 4.44778700 3.87428800
TcMoO3 351185 Mo Tc 4.47196600 3.90191600
TcMoO3 351368 Tc Mo 4.47196600 3.93332600
TcNiO3 350469 Tc Ni 4.39301000 3.69136600
TcNiO3 353457 Ni Tc 4.39301000 4.23297200
TcOsO3 349986 Os Tc 4.44480000 3.89016800
TcOsO3 354148 Tc Os 4.44480000 3.90878400
TcPbO3 352828 Pb Tc 4.70525400 4.02970700
TcPbO3 353796 Tc Pb 4.70525400 4.19369100
TcPdO3 350407 Pd Tc 4.45709000 3.85607100
TcPdO3 351677 Tc Pd 4.45709000 3.93090400
TcPtO3 354240 Tc Pt 4.46368200 3.97105300
TcPtO3 355086 Pt Tc 4.46368200 3.87107000
TcRhO3 352226 Rh Tc 4.44139800 3.86258900
TcRhO3 352460 Tc Rh 4.44139800 3.90482100
TcRuO3 350754 Tc Ru 4.43798500 3.89906800
TcRuO3 353347 Ru Tc 4.43798500 3.87618600
TcSbO3 351643 Tc Sb 4.70389300 4.07164900
TcSbO3 354139 Sb Tc 4.70389300 3.96638700
TcSnO3 351145 Sn Tc 4.65529600 3.95522000
TcSnO3 355057 Tc Sn 4.65529600 4.03253600
TcTeO3 351109 Tc Te 4.75977000 4.16450500
TcTeO3 352205 Te Tc 4.75977000 3.96841200
TcWO3 350438 Tc W 4.47640800 3.93539500
TcWO3 350561 W Tc 4.47640800 3.89556600
Te2O3 352139 Te Te 5.03544000 4.21144600
TeAsO3 352465 Te As 4.86605200 3.97753200
TeAsO3 353228 As Te 4.86605200 4.12888200
TeAuO3 351120 Te Au 4.80077300 4.10564900
TeAuO3 354640 Au Te 4.80077300 4.05332000
TeIrO3 353239 Ir Te 4.75973400 4.09111100
TeIrO3 354292 Te Ir 4.75973400 3.97584900
TeMoO3 350257 Te Mo 4.78086900 4.00010400
TeMoO3 351070 Mo Te 4.78086900 4.15160600
TeOsO3 350206 Te Os 4.75712600 3.96723000
TeOsO3 351419 Os Te 4.75712600 4.13358800
TePbO3 350739 Te Pb 4.98681800 4.25136900
TePbO3 354138 Pb Te 4.98681800 4.24877700
TePdO3 354065 Te Pd 4.76786100 3.99387800
TePdO3 354753 Pd Te 4.76786100 4.02479900
TePtO3 352175 Te Pt 4.77362300 4.03123200
TePtO3 355153 Pt Te 4.77362300 4.06140700
TeRhO3 354468 Te Rh 4.75415700 3.95316300
TeRhO3 354719 Rh Te 4.75415700 4.07249000
TeRuO3 353064 Ru Te 4.75117800 4.11733000
TeRuO3 354737 Te Ru 4.75117800 3.94715600
TeWO3 350362 Te W 4.78475600 4.00510000
TeWO3 351295 W Te 4.78475600 4.16524200
Th2O3 353520 Th Th 5.00573900 4.57169500
ThAgO3 350328 Th Ag 4.78585600 4.09515800
ThAgO3 353897 Ag Th 4.78585600 4.47927800
ThAlO3 352972 Al Th 4.77928500 4.52480900
ThAlO3 353106 Th Al 4.77928500 3.80514000
ThAsO3 350084 As Th 4.85019100 4.53870900
ThAsO3 351841 Th As 4.85019100 4.07450600
ThAuO3 350363 Au Th 4.78447600 4.48490100
ThAuO3 354893 Th Au 4.78447600 4.16001600
ThBeO3 350241 Be Th 4.65165600 4.50070600
ThBeO3 355182 Th Be 4.65165600 3.65363000
ThBiO3 350182 Bi Th 5.03888100 4.57140700
ThBiO3 353555 Th Bi 5.03888100 4.40651600
ThBO3 354145 Th B 4.64521900 3.67381600
ThBO3 354459 B Th 4.64521900 4.46770300
ThCdO3 351101 Cd Th 4.84935600 4.53742600
ThCdO3 354528 Th Cd 4.84935600 4.16274000
ThCoO3 350487 Th Co 4.69674000 3.81255500
ThCoO3 351116 Co Th 4.69674000 4.53448700
ThCrO3 351768 Th Cr 4.71225500 3.91901500
ThCrO3 353200 Cr Th 4.71225500 4.50889000
ThCuO3 350248 Th Cu 4.70776600 3.84101400
ThCuO3 352046 Cu Th 4.70776600 4.46210900
ThFeO3 351940 Fe Th 4.70776900 4.73951300
ThFeO3 353111 Th Fe 4.70776900 3.89603800
ThGaO3 350846 Ga Th 4.82256700 4.51526900
ThGaO3 354453 Th Ga 4.82256700 3.90856700
ThGeO3 350164 Ge Th 4.86602300 4.54594300
ThGeO3 354748 Th Ge 4.86602300 4.01084000
ThHgO3 351200 Hg Th 4.89333200 4.53584800
ThHgO3 352873 Th Hg 4.89333200 4.24789900
ThInO3 352645 In Th 4.91370600 4.55044800
ThInO3 353882 Th In 4.91370600 4.32027300
ThIrO3 350197 Th Ir 4.74315300 4.01999200
ThIrO3 352064 Ir Th 4.74315300 4.52163200
ThMgO3 350848 Mg Th 4.87390900 4.53730300
ThMgO3 352136 Th Mg 4.87390900 3.84723400
ThMnO3 353207 Th Mn 4.71504300 3.94978300
ThMnO3 353610 Mn Th 4.71504300 4.53318000
ThMoO3 350638 Th Mo 4.76443500 4.00170400
ThMoO3 351372 Mo Th 4.76443500 4.53577900
ThNbO3 350743 Nb Th 4.79955600 4.53382100
ThNbO3 352709 Th Nb 4.79955600 4.06555800
ThNiO3 352771 Th Ni 4.69509100 3.84059800
ThNpO3 352945 Th Np 4.81746500 4.43244400
ThNpO3 354230 Np Th 4.81746500 4.56524100
ThOsO3 351701 Os Th 4.74052600 4.53797000
ThOsO3 354083 Th Os 4.74052600 3.98790700
ThPaO3 350150 Th Pa 4.89818000 4.48345500
ThPaO3 355299 Pa Th 4.89818000 4.57930400
ThPbO3 351805 Th Pb 4.97172000 4.34095200
ThPbO3 354411 Pb Th 4.97172000 4.56546000
ThPdO3 351269 Th Pd 4.75133700 4.03096100
ThPdO3 352643 Pd Th 4.75133700 4.50650600
ThPtO3 354811 Th Pt 4.75713900 4.07930600
ThPtO3 354959 Pt Th 4.75713900 4.51025100
ThReO3 351230 Re Th 4.75145900 4.53847400
ThReO3 353858 Th Re 4.75145900 3.99266400
ThRhO3 350904 Rh Th 4.73753700 4.51449300
ThRhO3 352896 Th Rh 4.73753700 3.98785100
ThRuO3 354249 Th Ru 4.73453700 3.96608600
ThRuO3 355236 Ru Th 4.73453700 4.52830900
ThSbO3 353162 Sb Th 4.97050000 4.56053100
ThSbO3 353164 Th Sb 4.97050000 4.27080000
ThScO3 352170 Th Sc 4.89838300 4.03597300
ThScO3 352954 Sc Th 4.89838300 4.54039000
ThSiO3 353253 Si Th 4.82856700 4.54063100
ThSiO3 353355 Th Si 4.82856700 3.88143000
ThSnO3 354355 Sn Th 4.92704700 4.56694400
ThSnO3 354670 Th Sn 4.92704700 4.19291500
ThTaO3 351164 Th Ta 4.80013900 4.04624600
ThTaO3 351995 Ta Th 4.80013900 4.52672500
ThTcO3 351087 Tc Th 4.74318900 4.54239100
ThTcO3 353951 Th Tc 4.74318900 3.97748300
ThTeO3 354197 Th Te 5.02063300 4.28849900
ThTeO3 355155 Te Th 5.02063300 4.57132300
ThTiO3 352082 Ti Th 4.79239900 4.53201800
ThTiO3 354432 Th Ti 4.79239900 3.93748700
ThTlO3 351566 Tl Th 4.94876100 4.55502900
ThTlO3 352512 Th Tl 4.94876100 4.27733900
ThUO3 351718 Th U 4.84052100 4.39954200
ThUO3 355027 U Th 4.84052100 4.57010400
ThVO3 351778 Th V 4.73865100 3.94079000
ThVO3 352809 V Th 4.73865100 4.53976600
ThWO3 354782 W Th 4.76834900 4.53398500
ThWO3 355199 Th W 4.76834900 4.00732200
ThZnO3 350075 Zn Th 4.75894700 4.51337900
ThZnO3 350918 Th Zn 4.75894700 3.91539000
ThZrO3 351043 Th Zr 4.87477200 4.15465700
ThZrO3 353070 Zr Th 4.87477200 4.53628800
Ti2O3 350619 Ti Ti 4.55816000 3.82061400
TiAgO3 351089 Ti Ag 4.55092500 3.96258600
TiAgO3 351682 Ag Ti 4.55092500 3.88429500
TiAlO3 353151 Al Ti 4.54365700 3.84135800
TiAlO3 353870 Ti Al 4.54365700 3.58873300
