composition OQMD_Id A_atom B_atom OQMD_unrelaxed_lattice_parameter OQMD_relaxed_lattice_parameter
TiAsO3 351812 As Ti 4.62192100 3.86541500
TiAsO3 352984 Ti As 4.62192100 3.84733900
TiAuO3 350288 Au Ti 4.54939900 3.88875100
TiAuO3 352416 Ti Au 4.54939900 4.02515700
TiBeO3 351407 Be Ti 4.40180100 3.79431100
TiBeO3 355120 Ti Be 4.40180100 3.35099900
TiBiO3 352297 Ti Bi 4.82852500 4.25966300
TiBiO3 354028 Bi Ti 4.82852500 3.94829400
TiBO3 352836 B Ti 4.39461100 3.84420500
TiBO3 354757 Ti B 4.39461100 3.30782300
TiCdO3 350015 Ti Cd 4.62100100 4.04827100
TiCdO3 351523 Cd Ti 4.62100100 3.86628200
TiCoO3 354388 Co Ti 4.45206200 3.82115300
TiCoO3 355040 Ti Co 4.45206200 3.59665300
TiCrO3 350400 Cr Ti 4.46932000 3.83905400
TiCrO3 352613 Ti Cr 4.46932000 3.74566600
TiCuO3 351971 Cu Ti 4.46432800 3.83822000
TiCuO3 353222 Ti Cu 4.46432800 3.63638700
TiFeO3 351759 Fe Ti 4.46433200 3.82352300
TiFeO3 354745 Ti Fe 4.46433200 3.73889100
TiGaO3 350958 Ga Ti 4.59147400 3.85759100
TiGaO3 355213 Ti Ga 4.59147400 3.73514500
TiGeO3 352674 Ti Ge 4.63934600 3.71964500
TiGeO3 352778 Ge Ti 4.63934600 3.86466800
TiHgO3 353103 Hg Ti 4.66936400 3.89597600
TiHgO3 354658 Ti Hg 4.66936400 4.12943900
TiInO3 350823 In Ti 4.69172500 3.89961000
TiInO3 351239 Ti In 4.69172500 4.06290700
TiIrO3 352562 Ir Ti 4.50362900 3.84956500
TiIrO3 354340 Ti Ir 4.50362900 4.50394200
TiMnO3 350157 Mn Ti 4.47241900 3.83462000
TiMnO3 351094 Ti Mn 4.47241900 3.73267100
TiMoO3 350474 Ti Mo 4.52721800 3.90156300
TiMoO3 351268 Mo Ti 4.52721800 3.85976600
TiNbO3 353040 Ti Nb 4.56606900 3.98495900
TiNbO3 353845 Nb Ti 4.56606900 3.84776600
TiNiO3 350123 Ni Ti 4.45022700 3.85540400
TiNiO3 352574 Ti Ni 4.45022700 3.60775000
TiOsO3 353577 Os Ti 4.50071600 3.85477500
TiOsO3 355274 Ti Os 4.50071600 3.87572300
TiPbO3 350668 Pb Ti 4.75524900 3.94777100
TiPbO3 352903 Ti Pb 4.75524900 4.26060500
TiPdO3 351820 Pd Ti 4.51270400 3.85570300
TiPdO3 354317 Ti Pd 4.51270400 3.89725900
TiPtO3 351885 Pt Ti 4.51913500 3.85870600
TiPtO3 355112 Ti Pt 4.51913500 3.94132800
TiReO3 351299 Re Ti 4.51284000 3.88049800
TiReO3 352500 Ti Re 4.51284000 3.88533600
TiRhO3 354704 Ti Rh 4.49739900 3.85079300
TiRhO3 355146 Rh Ti 4.49739900 3.84570800
TiRuO3 350637 Ru Ti 4.49406900 3.85117000
TiRuO3 351741 Ti Ru 4.49406900 3.83891800
TiSbO3 352476 Ti Sb 4.75391600 4.06918300
TiSbO3 352834 Sb Ti 4.75391600 3.92131800
TiSiO3 350868 Si Ti 4.59809100 3.84880900
TiSiO3 353547 Ti Si 4.59809100 3.52333400
TiSnO3 352461 Sn Ti 4.70635200 3.92528400
TiSnO3 354787 Ti Sn 4.70635200 4.00532700
TiTcO3 352628 Tc Ti 4.50367000 3.86781300
TiTcO3 353317 Ti Tc 4.50367000 3.86591600
TiTeO3 350208 Te Ti 4.80864300 3.93696900
TiTeO3 351213 Ti Te 4.80864300 4.15854100
TiTlO3 350495 Ti Tl 4.73013500 4.17684400
TiTlO3 353786 Tl Ti 4.73013500 3.92765500
TiVO3 354329 Ti V 4.49863500 3.75736600
TiVO3 354503 V Ti 4.49863500 3.83074400
TiWO3 351871 Ti W 4.53155200 3.90979600
TiWO3 353842 W Ti 4.53155200 3.85597500
TiZnO3 352049 Ti Zn 4.52113900 3.73694400
TiZnO3 355174 Zn Ti 4.52113900 3.82672400
Tl2O3 354448 Tl Tl 4.89044000 4.24323900
TlAgO3 350658 Ag Tl 4.72341800 4.21421300
TlAgO3 355034 Tl Ag 4.72341800 4.05546700
TlAsO3 352812 As Tl 4.78943000 4.19477700
TlAsO3 354738 Tl As 4.78943000 3.91144400
TlAuO3 351556 Au Tl 4.72200200 4.20012400
TlAuO3 352752 Tl Au 4.72200200 4.09679100
TlBiO3 352181 Tl Bi 4.98266300 4.27082400
TlBiO3 352851 Bi Tl 4.98266300 4.26503100
TlBO3 353790 Tl B 4.57886000 3.50558200
TlBO3 355185 B Tl 4.57886000 4.19111400
TlCdO3 352865 Cd Tl 4.78857400 4.18004700
TlCdO3 353568 Tl Cd 4.78857400 4.14460200
TlCoO3 350620 Co Tl 4.63186000 4.14809800
TlCoO3 354641 Tl Co 4.63186000 3.77272400
TlCrO3 350170 Tl Cr 4.64781100 3.85654300
TlCrO3 351097 Cr Tl 4.64781100 4.18478600
TlCuO3 350662 Tl Cu 4.64319600 3.78805300
TlCuO3 353146 Cu Tl 4.64319600 4.17421000
TlFeO3 352992 Tl Fe 4.64319900 3.85950600
TlFeO3 354233 Fe Tl 4.64319900 4.16056100
TlGaO3 350252 Ga Tl 4.76109500 4.18772000
TlGaO3 350760 Tl Ga 4.76109500 3.87027500
TlGeO3 352421 Ge Tl 4.80566400 4.17554600
TlGeO3 353748 Tl Ge 4.80566400 3.82994800
TlHgO3 354564 Hg Tl 4.83365800 4.20687200
TlHgO3 354972 Tl Hg 4.83365800 4.19815400
TlInO3 353083 Tl In 4.85453500 4.15356200
TlInO3 354942 In Tl 4.85453500 4.21825800
TlIrO3 350294 Tl Ir 4.67956300 3.97788800
TlIrO3 350504 Ir Tl 4.67956300 4.19186900
TlMoO3 353863 Tl Mo 4.70142300 3.99878000
TlMoO3 355059 Mo Tl 4.70142300 4.19595900
TlNiO3 350646 Tl Ni 4.63016500 3.77931900
TlOsO3 351907 Tl Os 4.67686400 3.96246300
TlOsO3 352265 Os Tl 4.67686400 4.20055900
TlPbO3 350880 Pb Tl 4.91394600 4.24521800
TlPbO3 352764 Tl Pb 4.91394600 4.25611400
TlPdO3 351380 Pd Tl 4.68797000 4.18804300
TlPdO3 351915 Tl Pd 4.68797000 3.98786100
TlPtO3 350533 Tl Pt 4.69393000 4.01956100
TlPtO3 351475 Pt Tl 4.69393000 4.20234500
TlReO3 354135 Tl Re 4.68809500 3.97292000
TlReO3 354245 Re Tl 4.68809500 4.19401900
TlRhO3 351076 Tl Rh 4.67379200 3.96313300
TlRhO3 354539 Rh Tl 4.67379200 4.19344500
TlRuO3 351245 Tl Ru 4.67071000 3.94972900
TlRuO3 352580 Ru Tl 4.67071000 4.19216400
TlSbO3 353213 Tl Sb 4.91269700 4.07720600
TlSbO3 354024 Sb Tl 4.91269700 4.24178500
TlSiO3 353092 Si Tl 4.76725000 4.16255600
TlSiO3 354039 Tl Si 4.76725000 3.67630400
TlSnO3 351326 Sn Tl 4.86820100 4.22631200
TlSnO3 352486 Tl Sn 4.86820100 4.07978200
TlTcO3 351810 Tl Tc 4.67960000 3.96417400
TlTcO3 354865 Tc Tl 4.67960000 4.18715600
TlTeO3 351563 Tl Te 4.96399900 4.15220100
TlTeO3 354530 Te Tl 4.96399900 4.25281200
TlVO3 351214 V Tl 4.67493700 4.17560800
TlVO3 352609 Tl V 4.67493700 3.87343200
TlWO3 353880 Tl W 4.70544200 4.00075700
TlWO3 354837 W Tl 4.70544200 4.19462500
TlZnO3 350458 Zn Tl 4.69578700 4.15323800
TlZnO3 352822 Tl Zn 4.69578700 3.87835300
Tm2O3 350671 Tm Tm 4.93066600 4.17967300
TmAgO3 352232 Tm Ag 4.74505700 4.00598000
TmAgO3 352973 Ag Tm 4.74505700 4.28056400
TmAlO3 353581 Tm Al 4.73837300 3.65892400
TmAlO3 354106 Al Tm 4.73837300 4.19450500
TmAsO3 351184 Tm As 4.81048100 3.97676900
TmAsO3 354442 As Tm 4.81048100 4.21345400
TmAuO3 351613 Au Tm 4.74365400 4.27383200
TmAuO3 354915 Tm Au 4.74365400 4.08186100
TmBeO3 351904 Tm Be 4.60843600 3.50462400
TmBeO3 354926 Be Tm 4.60843600 4.18137400
TmBiO3 353104 Bi Tm 5.00212300 4.23908600
TmBiO3 353385 Tm Bi 5.00212300 4.35601600
TmBO3 350685 B Tm 4.60187700 4.26368700
TmBO3 354668 Tm B 4.60187700 3.42159400
TmCdO3 350928 Tm Cd 4.80963200 4.07554800
TmCdO3 354183 Cd Tm 4.80963200 4.23063900
TmCoO3 351020 Co Tm 4.65435700 4.19612800
TmCoO3 352658 Tm Co 4.65435700 3.67232200
TmCrO3 351606 Tm Cr 4.67015500 3.80271100
TmCrO3 351742 Cr Tm 4.67015500 4.24571700
TmCuO3 352225 Tm Cu 4.66558400 3.71084100
TmCuO3 354250 Cu Tm 4.66558400 4.23265600
TmFeO3 351210 Fe Tm 4.66558800 4.18650800
TmFeO3 353715 Tm Fe 4.66558800 3.81390800
TmGaO3 352546 Ga Tm 4.78239500 4.29389900
TmGaO3 354655 Tm Ga 4.78239500 3.78421200
TmGeO3 351648 Ge Tm 4.82657400 4.22542300
TmGeO3 353197 Tm Ge 4.82657400 3.84828300
TmHfO3 351961 Tm Hf 4.82095600 4.06398300
TmHfO3 354546 Hf Tm 4.82095600 4.15912100
TmHgO3 353018 Tm Hg 4.85432800 4.17399600
TmHgO3 355044 Hg Tm 4.85432800 4.27008000
TmInO3 350415 In Tm 4.87502900 4.23863300
TmInO3 351963 Tm In 4.87502900 4.08099100
TmIrO3 351246 Ir Tm 4.70160700 4.21510300
TmIrO3 351670 Tm Ir 4.70160700 3.93815500
TmLuO3 353430 Lu Tm 4.92285100 4.17721400
TmLuO3 353516 Tm Lu 4.92285100 4.13792800
TmMgO3 350553 Tm Mg 4.83458900 3.78247400
TmMgO3 352173 Mg Tm 4.83458900 4.19592900
TmMnO3 352137 Mn Tm 4.67299400 4.20105200
TmMnO3 353758 Tm Mn 4.67299400 3.81324600
TmMoO3 353375 Mo Tm 4.72326400 4.19585800
TmMoO3 355083 Tm Mo 4.72326400 3.94380300
TmNbO3 350913 Nb Tm 4.75899300 4.17309400
TmNbO3 355286 Tm Nb 4.75899300 4.01801100
TmNiO3 352300 Tm Ni 4.65267800 3.68439100
TmNiO3 352355 Ni Tm 4.65267800 4.16869100
TmNpO3 352844 Np Tm 4.77720700 4.21858000
TmNpO3 353705 Tm Np 4.77720700 4.40258700
TmOsO3 350737 Tm Os 4.69893400 3.92449400
TmOsO3 352092 Os Tm 4.69893400 4.20664200
TmPaO3 352623 Pa Tm 4.85925300 4.21362000
TmPaO3 353138 Tm Pa 4.85925300 4.46080600
TmPbO3 350541 Tm Pb 4.93395000 4.28580300
TmPbO3 351256 Pb Tm 4.93395000 4.28706500
TmPdO3 350936 Pd Tm 4.70993500 4.24735400
TmPdO3 354217 Tm Pd 4.70993500 3.93712200
TmPtO3 350897 Pt Tm 4.71584000 4.24267000
TmPtO3 354870 Tm Pt 4.71584000 3.99971500
TmPuO3 353069 Tm Pu 4.79433900 4.36026200
TmPuO3 354342 Pu Tm 4.79433900 4.21928600
TmReO3 352769 Tm Re 4.71006000 3.93546200
TmReO3 354487 Re Tm 4.71006000 4.20310100
TmRhO3 351773 Rh Tm 4.69589000 4.22564900
TmRhO3 352601 Tm Rh 4.69589000 3.90022600
TmRuO3 351104 Ru Tm 4.69283700 4.20938700
TmRuO3 351410 Tm Ru 4.69283700 3.89861100
TmSbO3 350348 Sb Tm 4.93271100 4.22928900
TmSbO3 353194 Tm Sb 4.93271100 4.19534800
TmScO3 350957 Sc Tm 4.85946000 4.17636600
TmScO3 354820 Tm Sc 4.85946000 3.96922100
TmSiO3 351795 Tm Si 4.78849600 3.65373900
TmSiO3 355074 Si Tm 4.78849600 4.21259600
TmSnO3 350035 Sn Tm 4.88858000 4.26307900
TmSnO3 355011 Tm Sn 4.88858000 4.09062900
TmTaO3 350114 Ta Tm 4.75958600 4.16095600
TmTaO3 351085 Tm Ta 4.75958600 3.99617400
TmTcO3 353917 Tc Tm 4.70164400 4.21927800
TmTcO3 354604 Tm Tc 4.70164400 3.91925900
TmTeO3 351485 Tm Te 4.98360400 4.22628100
TmTeO3 352201 Te Tm 4.98360400 4.25240700
TmThO3 352529 Tm Th 4.96848600 4.55394000
TmThO3 355258 Th Tm 4.96848600 4.21835800
TmTiO3 354566 Tm Ti 4.75171400 3.85815100
TmTiO3 354826 Ti Tm 4.75171400 4.17528200
TmTlO3 350570 Tl Tm 4.91063600 4.34624500
TmTlO3 354239 Tm Tl 4.91063600 4.22191300
TmUO3 350106 Tm U 4.80065000 4.38407200
TmUO3 352999 U Tm 4.80065000 4.21833500
TmVO3 353004 Tm V 4.69702500 3.83269600
TmVO3 354007 V Tm 4.69702500 4.20016400
TmWO3 350047 W Tm 4.72724600 4.17605900
TmWO3 350888 Tm W 4.72724600 3.95303700
TmZnO3 350450 Tm Zn 4.71768000 3.78868600
TmZnO3 351594 Zn Tm 4.71768000 4.21291500
TmZrO3 352443 Tm Zr 4.83546600 4.11890800
TmZrO3 355162 Zr Tm 4.83546600 4.16940500
U2O3 350142 U U 4.66318300 4.41607100
UAgO3 351930 U Ag 4.60420000 4.07037600
UAgO3 353172 Ag U 4.60420000 4.30316900
UAlO3 350728 Al U 4.59710000 4.33404600
UAlO3 353957 U Al 4.59710000 3.76492700
UAsO3 351972 U As 4.67360000 4.03079900
UAsO3 352956 As U 4.67360000 4.31750300
UAuO3 352273 Au U 4.60271000 4.30530300
UAuO3 352413 U Au 4.60271000 4.13630600
UBeO3 352610 U Be 4.45867800 3.57984300
UBeO3 352889 Be U 4.45867800 4.28923700
UBiO3 350829 Bi U 4.87594000 4.37500400
UBiO3 351629 U Bi 4.87594000 4.34631000
UBO3 350226 U B 4.45167100 3.58502300
UBO3 355259 B U 4.45167100 4.28883000
UCdO3 352122 Cd U 4.67270000 4.32891300
UCdO3 353682 U Cd 4.67270000 4.13037300
UCoO3 352431 U Co 4.50768600 3.76407200
UCoO3 352948 Co U 4.50768600 4.31750600
UCrO3 350909 Cr U 4.52452300 4.30341600
UCrO3 352651 U Cr 4.52452300 3.89276200
UCuO3 350178 U Cu 4.51965300 3.80139000
UCuO3 351329 Cu U 4.51965300 4.28398100
UFeO3 352566 U Fe 4.51965600 3.89758300
UFeO3 354175 Fe U 4.51965600 4.29310100
UGaO3 353727 U Ga 4.64382800 3.86661900
UGaO3 354227 Ga U 4.64382800 4.32534000
UGeO3 350571 Ge U 4.69064400 4.31877900
UGeO3 354898 U Ge 4.69064400 3.92612200
UHgO3 352169 U Hg 4.72001400 4.21457800
UHgO3 355140 Hg U 4.72001400 4.30034400
UInO3 351721 In U 4.74190200 4.37146300
UInO3 354033 U In 4.74190200 4.12234600
UIrO3 354475 U Ir 4.55801000 4.00315500
UIrO3 355148 Ir U 4.55801000 4.29768500
UMnO3 350847 U Mn 4.52754700 3.90476800
UMnO3 354523 Mn U 4.52754700 4.32746700
UMoO3 351401 U Mo 4.58104300 3.99963600
UMoO3 354553 Mo U 4.58104300 4.32478200
UNbO3 350707 Nb U 4.61899800 4.32370200
UNbO3 354559 U Nb 4.61899800 4.06407800
UNiO3 350849 U Ni 4.50589600 3.78944700
UOsO3 351112 U Os 4.55516500 3.98405100
UOsO3 351156 Os U 4.55516500 4.30554300
UPaO3 352489 U Pa 4.72522400 4.48938700
UPaO3 354126 Pa U 4.72522400 4.67384100
UPbO3 351275 Pb U 4.80411400 4.41730600
UPbO3 355243 U Pb 4.80411400 4.18610400
UPdO3 351790 U Pd 4.56687000 4.00533200
UPdO3 353741 Pd U 4.56687000 4.20895900
UPtO3 354218 Pt U 4.57315000 4.29177100
UPtO3 354313 U Pt 4.57315000 4.05855300
UReO3 353153 Re U 4.56700200 4.35352100
UReO3 353235 U Re 4.56700200 3.99255500
URhO3 353509 Rh U 4.55192700 4.29429900
URhO3 354535 U Rh 4.55192700 3.97043200
URuO3 352874 U Ru 4.54867700 3.96221800
URuO3 353012 Ru U 4.54867700 4.30204000
USbO3 353946 Sb U 4.80280800 4.35993100
USbO3 355214 U Sb 4.80280800 4.22823400
USiO3 353074 Si U 4.65029800 4.31136600
USiO3 353572 U Si 4.65029800 3.77121500
USnO3 353733 Sn U 4.75622200 4.37248000
USnO3 353940 U Sn 4.75622200 4.11218800
UTaO3 352189 Ta U 4.61962700 4.32321100
UTaO3 352533 U Ta 4.61962700 4.04103300
UTcO3 351712 Tc U 4.55804900 4.56299000
UTcO3 353405 U Tc 4.55804900 3.98037000
UTeO3 350591 U Te 4.85644500 4.26289100
UTeO3 353427 Te U 4.85644500 4.36840800
UTiO3 350156 U Ti 4.61126900 3.93148300
UTiO3 353629 Ti U 4.61126900 4.32162300
UTlO3 352223 Tl U 4.77951300 4.36866600
UTlO3 352813 U Tl 4.77951300 4.26096200
UVO3 351974 U V 4.55313400 3.91458000
UVO3 353706 V U 4.55313400 4.30830100
UWO3 351991 W U 4.58527600 4.32310400
UWO3 353923 U W 4.58527600 4.00284700
UZnO3 355078 U Zn 4.57510600 3.86379200
UZnO3 355252 Zn U 4.57510600 4.30556400
V2O3 353543 V V 4.43749200 3.76609300
VAgO3 350742 V Ag 4.49120700 3.96417300
VAgO3 354696 Ag V 4.49120700 3.77519700
VAsO3 350899 As V 4.56405900 3.80517900
VAsO3 354081 V As 4.56405900 3.82140100
VAuO3 352937 V Au 4.48964000 4.02833300
VAuO3 353652 Au V 4.48964000 3.79719300
VBiO3 354341 Bi V 4.77559200 3.91160500
VBiO3 354844 V Bi 4.77559200 4.25061400
VBO3 351103 V B 4.33047400 3.33119500
VBO3 352665 B V 4.33047400 3.71609800
VCdO3 351289 V Cd 4.56311600 4.06236300
VCdO3 351526 Cd V 4.56311600 3.80530000
VCoO3 352042 Co V 4.38960600 3.74419600
VCoO3 353809 V Co 4.38960600 3.63268600
VCrO3 351487 Cr V 4.40735500 3.75443000
VCrO3 352826 V Cr 4.40735500 3.73283300
VCuO3 351590 Cu V 4.40222200 3.71079700
VCuO3 353206 V Cu 4.40222200 3.66498700
VFeO3 352069 V Fe 4.40222600 3.75252000
VFeO3 352187 Fe V 4.40222600 3.73526900
VGaO3 353056 Ga V 4.53282700 3.78685000
VGaO3 355232 V Ga 4.53282700 3.75807100
VGeO3 351678 Ge V 4.58192600 3.80564500
VGeO3 351766 V Ge 4.58192600 3.71276000
VHgO3 351427 Hg V 4.61269300 3.83505400
VHgO3 352817 V Hg 4.61269300 4.12473700
VInO3 350038 In V 4.63560400 3.85462600
VInO3 352816 V In 4.63560400 4.07910600
VIrO3 350389 V Ir 4.44262500 3.90138900
VIrO3 354676 Ir V 4.44262500 3.78236100
VMoO3 350453 Mo V 4.46686000 3.80038800
VMoO3 355065 V Mo 4.46686000 3.90708300
VNiO3 351888 Ni V 4.38771800 3.70969300
VNiO3 352732 V Ni 4.38771800 3.63914200
VOsO3 350861 V Os 4.43963100 3.87110100
VOsO3 353214 Os V 4.43963100 3.79380500
VPbO3 350190 V Pb 4.70064300 4.18717400
VPbO3 350354 Pb V 4.70064300 3.90736900
VPdO3 354076 V Pd 4.45195000 3.90847400
VPdO3 355207 Pd V 4.45195000 3.76701300
VPtO3 353181 Pt V 4.45855700 3.78281000
VPtO3 355230 V Pt 4.45855700 3.94581500
VReO3 352739 V Re 4.45208900 3.89083300
VReO3 353298 Re V 4.45208900 3.83133600
VRhO3 351391 Rh V 4.43622100 3.76191600
VRhO3 351604 V Rh 4.43622100 3.87849400
VRuO3 350498 Ru V 4.43280000 3.77803200
VRuO3 354829 V Ru 4.43280000 3.87187700
VSbO3 352395 Sb V 4.69927800 3.88257100
VSbO3 352406 V Sb 4.69927800 4.03457300
VSiO3 351111 Si V 4.53961600 3.78383300
VSiO3 354634 V Si 4.53961600 3.53283600
VSnO3 354035 Sn V 4.65058500 3.87506700
VSnO3 354276 V Sn 4.65058500 4.00590300
VTcO3 353326 Tc V 4.44266600 3.81749000
VTcO3 355235 V Tc 4.44266600 3.86943400
VTeO3 351764 V Te 4.75526300 4.13257800
VTeO3 352586 Te V 4.75526300 3.89657300
VWO3 350242 V W 4.47131200 3.91306300
VWO3 351481 W V 4.47131200 3.81697400
VZnO3 353536 V Zn 4.46061500 3.76102300
VZnO3 354875 Zn V 4.46061500 3.74991600
W2O3 352877 W W 4.50462800 3.94605900
WAuO3 353600 W Au 4.52268800 4.05383800
WAuO3 354874 Au W 4.52268800 3.92793500
Y2O3 352101 Y Y 5.00995100 4.26446600
YAgO3 352078 Ag Y 4.78816100 4.36177000
YAgO3 352459 Y Ag 4.78816100 4.02311500
YAlO3 352578 Y Al 4.78159600 3.68906600
YAlO3 353107 Al Y 4.78159600 4.28028100
YAsO3 354394 Y As 4.85243500 3.99244200
YAsO3 355221 As Y 4.85243500 4.28945000
YAuO3 351628 Au Y 4.78678200 4.37328100
YAuO3 352401 Y Au 4.78678200 4.09875500
Yb2O3 351354 Yb Yb 5.21942300 4.08643200
YbAgO3 351152 Ag Yb 4.90482000 4.16051900
YbAgO3 352114 Yb Ag 4.90482000 3.97728800
YbAlO3 350031 Al Yb 4.89856500 4.06781500
YbAlO3 354283 Yb Al 4.89856500 3.67393400
YbAsO3 349995 As Yb 4.96613000 4.11610500
YbAsO3 350981 Yb As 4.96613000 3.84347300
YbAuO3 349991 Yb Au 4.90350700 4.01095700
YbAuO3 351975 Au Yb 4.90350700 4.16106900
YbBeO3 351503 Be Yb 4.77731400 4.05776300
YbBeO3 355017 Yb Be 4.77731400 3.49601200
YbBiO3 350691 Bi Yb 5.14657000 4.15734100
YbBiO3 352247 Yb Bi 5.14657000 4.26822000
YbBO3 353372 Yb B 4.77121200 3.39422300
YbBO3 354180 B Yb 4.77121200 4.18238300
YbCdO3 352702 Yb Cd 4.96533300 4.05621000
YbCdO3 354066 Cd Yb 4.96533300 4.12573400
YbCeO3 350404 Yb Ce 5.13373900 4.48354300
YbCeO3 354044 Ce Yb 5.13373900 4.15501600
YbCoO3 350764 Yb Co 4.82008900 3.68366200
YbCoO3 352342 Co Yb 4.82008900 4.07672600
YbCrO3 354101 Yb Cr 4.83482400 3.74423700
YbCrO3 354723 Cr Yb 4.83482400 4.16171500
YbCuO3 353353 Yb Cu 4.83056000 3.69700500
YbCuO3 353480 Cu Yb 4.83056000 4.13217100
YbDyO3 351139 Yb Dy 5.09799300 4.25675600
YbDyO3 352144 Dy Yb 5.09799300 4.09294000
YBeO3 353011 Y Be 4.65409500 3.54901600
YBeO3 354125 Be Y 4.65409500 4.26457500
YbErO3 350550 Er Yb 5.08611000 4.08651600
YbErO3 353959 Yb Er 5.08611000 4.21401600
YbEuO3 350097 Eu Yb 5.30215300 4.10721800
YbEuO3 350147 Yb Eu 5.30215300 4.17179600
YbFeO3 352134 Fe Yb 4.83056300 4.12427100
YbFeO3 355264 Yb Fe 4.83056300 3.73296100
YbGaO3 351414 Ga Yb 4.93979100 4.11640000
YbGaO3 351580 Yb Ga 4.93979100 3.79818400
YbGdO3 353593 Yb Gd 5.11733300 4.30170000
YbGdO3 354831 Gd Yb 5.11733300 4.10365700
YbGeO3 353175 Ge Yb 4.98123400 4.12122200
YbGeO3 354105 Yb Ge 4.98123400 3.71137500
YbHfO3 350138 Yb Hf 4.97596100 4.04824500
YbHfO3 351331 Hf Yb 4.97596100 4.08071000
YbHgO3 352953 Hg Yb 5.00730500 4.16759200
YbHgO3 354036 Yb Hg 5.00730500 4.11173400
YbHoO3 350358 Yb Ho 5.09259800 4.23199100
YbHoO3 355132 Ho Yb 5.09259800 4.09089000
YbInO3 350603 In Yb 5.02676700 4.12564500
YbInO3 354260 Yb In 5.02676700 4.07158400
YBiO3 351319 Bi Y 5.04096100 4.31685800
YBiO3 352106 Y Bi 5.04096100 4.36194300
YbIrO3 350369 Yb Ir 4.86418900 3.89611000
YbIrO3 350999 Ir Yb 4.86418900 4.14078000
YbLuO3 351833 Yb Lu 5.07178500 4.15890900
YbLuO3 352641 Lu Yb 5.07178500 4.07687100
YbMgO3 352589 Mg Yb 4.98876100 4.09493000
YbMgO3 353424 Yb Mg 4.98876100 3.82812300
YbMnO3 350808 Yb Mn 4.83747300 3.72291900
YbMnO3 352593 Mn Yb 4.83747300 4.15491100
YbMoO3 350048 Yb Mo 4.88443200 3.91334700
YbMoO3 355256 Mo Yb 4.88443200 4.11387300
YbNbO3 352028 Yb Nb 4.91786600 3.99630900
YbNbO3 355022 Nb Yb 4.91786600 4.08281500
YbNdO3 350779 Nd Yb 5.13140300 4.13111300
YbNdO3 350796 Yb Nd 5.13140300 4.40288200
YbNiO3 352091 Ni Yb 4.81852400 4.09994100
YbNiO3 355094 Yb Ni 4.81852400 3.68368600
YbNpO3 353828 Yb Np 4.93492900 4.36330900
YbNpO3 355130 Np Yb 4.93492900 4.13551000
YBO3 350155 Y B 4.64766500 3.46319800
YBO3 354347 B Y 4.64766500 4.34625600
YbOsO3 351462 Os Yb 4.86169200 4.12525600
YbOsO3 353356 Yb Os 4.86169200 3.88902400
YbPaO3 352228 Pa Yb 5.01193500 4.13917400
YbPaO3 352687 Yb Pa 5.01193500 4.44605900
YbPbO3 354545 Pb Yb 5.08224300 4.20543600
YbPbO3 354948 Yb Pb 5.08224300 4.17472000
YbPdO3 350239 Pd Yb 4.87197200 4.10518900
YbPdO3 350401 Yb Pd 4.87197200 3.90417800
YbPmO3 350932 Yb Pm 5.11849000 4.36600200
YbPmO3 353620 Pm Yb 5.11849000 4.12254400
YbPrO3 350598 Pr Yb 5.13600100 4.14162700
YbPrO3 352447 Yb Pr 5.13600100 4.43971000
YbPtO3 353121 Yb Pt 4.87749100 3.93841200
YbPtO3 353426 Pt Yb 4.87749100 4.17528200
YbPuO3 352943 Pu Yb 4.95098900 4.12630900
YbPuO3 354337 Yb Pu 4.95098900 4.32157000
YbReO3 350877 Re Yb 4.87208800 4.09835500
YbReO3 354023 Yb Re 4.87208800 3.90277200
YbRhO3 350491 Yb Rh 4.85885000 3.88106300
YbRhO3 354502 Rh Yb 4.85885000 4.15913100
YbRuO3 350852 Ru Yb 4.85599800 4.13663000
YbRuO3 352735 Yb Ru 4.85599800 3.87514500
YbSbO3 350113 Sb Yb 5.08107600 4.14349300
YbSbO3 354161 Yb Sb 5.08107600 4.11297600
YbScO3 350381 Sc Yb 5.01212900 4.07183600
YbScO3 355114 Yb Sc 5.01212900 4.01025700
YbSiO3 353819 Si Yb 4.94551000 4.11088100
YbSiO3 353869 Yb Si 4.94551000 3.53684000
YbSmO3 353047 Sm Yb 5.11895900 4.11813800
YbSmO3 355043 Yb Sm 5.11895900 4.35014900
YbSnO3 352797 Sn Yb 5.03951700 4.16065000
YbSnO3 355297 Yb Sn 5.03951700 4.00104700
YbTaO3 352290 Yb Ta 4.91842100 3.97469300
YbTaO3 352647 Ta Yb 4.91842100 4.07070300
YbTbO3 353180 Yb Tb 5.10452000 4.28132000
YbTbO3 354339 Tb Yb 5.10452000 4.09903200
YbTcO3 350219 Tc Yb 4.86422400 4.10364800
YbTcO3 351390 Yb Tc 4.86422400 3.87535200
YbTeO3 351501 Yb Te 5.12908100 4.18585000
YbTeO3 351723 Te Yb 5.12908100 4.17673800
YbThO3 353404 Yb Th 5.11481300 4.54109200
YbThO3 354321 Th Yb 5.11481300 4.16272600
YbTiO3 350687 Ti Yb 4.91105100 4.09245600
YbTiO3 355108 Yb Ti 4.91105100 3.83669500
YbTlO3 352922 Tl Yb 5.06027900 4.18546000
YbTlO3 355208 Yb Tl 5.06027900 4.15830500
YbTmO3 350463 Tm Yb 5.07914900 4.08598900
YbTmO3 351026 Yb Tm 5.07914900 4.19094500
